id,block,trial,trcond,coh,dir,error,RT,MT,outcome,SoA
18,2,25,1,1,-1,0,645,283,100,
18,2,26,3,2,-1,0,616,484,75,
18,2,27,3,2,1,0,536,157,75,
18,2,28,1,1,-1,0,741,195,25,
18,2,29,2,2,-1,0,517,111,100,96.8
18,2,30,2,2,1,0,524,518,100,96
18,3,1,1,1,1,0,594,173,25,
18,3,2,1,1,1,99,, , ,
18,3,3,1,1,1,0,576,171,50,
18,3,4,2,2,-1,0,536,104,50,
18,3,5,2,2,-1,0,544,169,100,
18,3,6,1,1,-1,1,730,119,25,16.8
18,3,7,3,2,-1,0,518,136,25,
18,3,8,3,2,-1,0,806,405,75,26.2
18,3,9,1,1,-1,0,838,173,50,
18,3,10,1,1,1,0,547,187,75,
18,3,11,1,1,1,1,530,152,50,
18,3,12,1,1,-1,0,526,136,100,97.5
18,3,13,2,2,-1,0,514,106,25,16.8
18,3,14,1,1,-1,0,565,246,100,96.5
18,3,15,1,1,-1,0,726,334,25,
18,3,16,1,1,-1,1,699,757,25,
18,3,17,1,1,1,0,854,216,100,
18,3,18,2,2,1,0,547,183,100,93.5
18,3,19,1,1,-1,0,529,662,100,
18,3,20,1,1,1,0,746,187,100,
18,3,21,1,1,-1,0,676,349,75,
18,3,22,1,1,1,0,816,173,25,7.5
18,3,23,1,1,-1,0,629,219,50,20.2
18,3,24,3,2,1,0,831,220,75,
18,3,25,1,1,-1,1,692,130,50,
18,3,26,3,2,-1,0,531,502,75,13.2
18,3,27,1,1,-1,0,571,124,100,
18,3,28,1,1,-1,0,539,408,100,97.7
18,3,29,1,1,1,1,744,250,50,81
18,3,30,1,1,-1,0,564,160,75,
18,4,1,1,1,1,99,, , ,
18,4,2,3,2,-1,0,619,134,50,
18,4,3,1,1,1,1,749,590,50,37.3
18,4,4,3,2,-1,0,503,172,50,
18,4,5,1,1,1,1,626,237,75,
18,4,6,1,1,-1,0,776,554,50,53.7
18,4,7,2,2,1,0,503,173,75,
18,4,8,3,2,1,1,852,172,50,34
18,4,9,1,1,1,0,555,159,25,15.3
18,4,10,1,1,1,0,603,193,75,
18,4,11,1,1,1,0,776,115,25,
18,4,12,1,1,-1,0,717,235,50,81.8
18,4,13,3,2,-1,0,745,432,50,
18,4,14,1,1,1,0,539,399,75,
18,4,15,3,2,1,0,792,192,50,
18,4,16,1,1,1,0,688,456,25,
18,4,17,1,1,-1,1,661,107,25,
18,4,18,3,2,1,0,797,162,75,
18,4,19,3,2,-1,0,530,190,50,6.7
18,4,20,3,2,-1,0,646,704,50,8.7
18,4,21,3,2,-1,99,, , ,
18,4,22,1,1,-1,99,, , ,
18,4,23,1,1,-1,0,573,160,100,95.5
18,4,24,1,1,1,0,594,201,50,
18,4,25,1,1,1,0,694,913,50,53.2
18,4,26,3,2,-1,0,552,476,25,
18,4,27,1,1,1,99,, , ,
18,4,28,3,2,1,0,629,391,50,
18,4,29,1,1,-1,0,569,159,25,
18,4,30,1,1,-1,0,569,497,100,
18,5,1,1,1,1,0,836,152,50,39.5
18,5,2,3,2,-1,0,502,117,100,
18,5,3,1,1,1,1,569,809,50,75.2
18,5,4,1,1,-1,0,563,124,25,16.5
18,5,5,1,1,1,0,683,261,50,37.5
18,5,6,2,2,-1,0,605,234,25,41.5
18,5,7,1,1,1,1,623,815,50,45.2
18,5,8,2,2,1,0,729,114,50,
18,5,9,1,1,1,0,608,169,25,
18,5,10,3,2,1,0,798,142,25,
18,5,11,3,2,1,0,444,150,25,16
18,5,12,1,1,-1,1,637,126,100,96.7
18,5,13,3,2,1,0,532,181,100,63.7
18,5,14,1,1,1,0,640,404,25,
18,5,15,1,1,1,0,570,185,50,
18,5,16,1,1,1,0,644,760,50,63
18,5,17,1,1,1,0,589,593,50,63.5
18,5,18,3,2,1,0,571,147,25,9
18,5,19,3,2,1,0,536,173,25,
18,5,20,1,1,-1,0,575,193,75,
18,5,21,3,2,1,0,575,236,75,
18,5,22,1,1,-1,0,554,148,50,
18,5,23,1,1,-1,0,704,479,50,70.7
18,5,24,1,1,1,1,616,267,50,
18,5,25,1,1,-1,0,436,871,50,66.3
18,5,26,1,1,-1,0,757,213,75,
18,5,27,3,2,-1,0,568,155,75,
18,5,28,1,1,-1,1,642,867,75,63.3
18,5,29,1,1,1,0,567,151,50,43.2
18,5,30,1,1,1,1,845,128,75,
18,6,1,1,1,1,0,585,423,75,70.3
18,6,2,3,2,1,0,637,165,50,70.8
18,6,3,1,1,-1,0,538,301,50,
18,6,4,1,1,-1,0,820,202,100,
18,6,5,1,1,1,0,483,174,75,25
18,6,6,1,1,1,0,545,175,100,
18,6,7,1,1,1,1,612,655,50,
18,6,8,1,1,1,99,, , ,
18,6,9,1,1,1,0,581,422,25,
18,6,11,1,1,-1,0,507,117,50,
18,6,12,1,1,1,99,, , ,
18,6,13,1,1,1,0,526,177,75,67.7
18,6,14,1,1,-1,0,682,109,50,
18,6,15,1,1,-1,0,524,302,100,
18,6,16,3,2,1,0,570,152,50,54.7
18,6,17,2,2,-1,0,495,255,50,
18,6,18,3,2,1,0,410,149,100,73.2
18,6,19,3,2,-1,0,678,369,75,
18,6,20,3,2,1,0,560,350,25,16.7
18,6,21,1,1,-1,0,490,307,25,
18,6,22,3,2,1,0,419,424,100,0
18,6,23,1,1,1,0,544,137,75,25.2
18,6,24,1,1,-1,0,543,980,50,28.3
18,6,25,1,1,1,0,510,195,100,
18,6,26,1,1,-1,0,530,182,50,
18,6,27,3,2,-1,0,485,122,75,
18,6,28,1,1,1,0,437,391,50,
18,6,29,1,1,-1,0,465,246,50,69.8
18,6,30,1,1,1,0,508,160,100,71.5
18,7,1,1,1,1,0,526,191,25,
18,7,2,2,2,1,0,441,195,75,
18,7,3,1,1,1,0,735,375,75,68
18,7,4,1,1,-1,1,561,167,100,89.3
18,7,5,1,1,1,0,513,159,75,
18,7,6,1,1,-1,1,556,503,50,
18,7,7,1,1,-1,1,698,740,75,74.7
18,7,8,1,1,-1,0,692,228,25,
18,7,9,1,1,1,0,500,126,50,
18,7,10,1,1,1,0,498,182,75,
18,7,11,3,2,-1,99,, , ,
18,7,12,1,1,1,99,, , ,
18,7,13,1,1,1,1,492,601,50,75.8
18,7,14,2,2,1,0,502,138,75,87.3
18,7,15,1,1,1,0,588,140,25,23.7
18,7,16,1,1,-1,0,757,576,100,83.8
18,7,17,1,1,-1,0,556,282,50,
18,7,18,2,2,1,0,491,141,50,
18,7,19,1,1,-1,0,518,538,25,10.2
18,7,20,1,1,1,1,741,1121,50,43.7
18,7,21,1,1,-1,0,529,327,50,17.2
18,7,22,2,2,-1,0,508,150,75,64.7
18,7,23,3,2,-1,0,506,132,25,5.3
18,7,24,1,1,1,1,540,134,75,
18,7,25,1,1,-1,0,438,245,75,
18,7,26,1,1,1,0,408,165,25,
18,7,27,1,1,1,0,405,137,50,
18,7,28,1,1,-1,0,399,280,50,
18,7,29,3,2,1,0,438,126,100,
18,7,30,1,1,-1,0,457,229,75,
18,8,1,1,1,1,1,583,123,50,
18,8,2,2,2,1,0,444,121,50,56
18,8,3,1,1,-1,0,467,267,100,
18,8,4,1,1,1,0,449,684,25,
18,8,5,1,1,-1,0,538,229,25,
18,8,6,1,1,1,0,578,168,100,
18,8,7,1,1,-1,1,662,646,50,52.7
18,8,8,1,1,1,0,685,663,25,22.5
18,8,9,1,1,-1,0,615,134,50,
18,8,10,3,2,-1,0,443,88,100,95.5
18,8,11,1,1,-1,0,714,208,25,
18,8,12,1,1,1,1,560,433,75,63.3
18,8,13,2,2,-1,99,, , ,
18,8,14,2,2,1,0,493,136,100,
18,8,15,3,2,-1,0,447,103,25,5.8
18,8,16,1,1,1,0,435,114,50,
18,8,17,1,1,1,1,505,188,50,
18,8,18,1,1,1,0,478,405,25,
18,8,19,1,1,1,0,433,440,100,
18,8,20,1,1,1,1,576,285,25,
18,8,21,1,1,-1,0,579,268,75,
18,8,22,1,1,1,0,464,176,75,67.5
18,8,23,3,2,1,0,450,179,75,
18,8,24,1,1,-1,0,467,127,75,
18,8,25,1,1,1,0,517,148,50,66.8
18,8,26,1,1,-1,0,540,114,50,
18,8,27,1,1,-1,0,462,144,75,
18,8,28,3,2,1,0,532,255,75,
18,8,29,1,1,1,0,582,419,25,
18,8,30,1,1,-1,0,490,213,50,
18,9,1,1,1,-1,0,562,532,25,13.3
18,9,2,1,1,1,1,483,208,75,
18,9,3,1,1,-1,0,520,120,25,
18,9,4,1,1,1,1,516,224,100,
18,9,5,2,2,-1,0,528,140,50,78.3
18,9,6,1,1,-1,0,511,554,50,49.2
18,9,7,1,1,1,0,747,595,25,
18,9,8,1,1,1,1,730,396,25,19.7
18,9,9,3,2,1,0,654,205,25,7.8
18,9,10,1,1,1,99,, , ,
18,9,11,1,1,-1,0,512,123,25,
18,9,12,3,2,1,0,568,229,50,
18,9,13,2,2,1,0,527,168,25,
18,9,14,3,2,-1,0,465,137,75,
18,9,15,3,2,1,0,495,337,25,
18,9,16,1,1,1,0,560,308,25,
18,9,17,1,1,-1,0,549,124,100,
18,9,18,1,1,1,0,528,325,25,
18,9,19,2,2,1,0,460,507,100,
18,9,20,3,2,1,1,477,144,25,
18,9,21,1,1,-1,0,556,682,50,64.2
18,9,22,1,1,1,0,553,521,100,94.5
18,9,23,1,1,1,1,512,215,25,66.5
18,9,24,1,1,1,0,407,144,75,
18,9,25,1,1,1,0,527,895,50,36.8
18,9,26,1,1,-1,0,488,109,100,
18,9,27,1,1,-1,0,537,301,100,
18,9,28,3,2,1,0,471,446,75,
18,9,29,1,1,-1,0,425,245,25,66.3
18,9,30,1,1,-1,0,580,293,100,
18,10,1,2,2,1,0,511,221,25,
18,10,2,1,1,1,0,450,157,100,
18,10,3,3,2,-1,0,400,128,50,
18,10,4,3,2,1,0,423,155,75,
18,10,5,2,2,1,0,368,162,75,54.3
18,10,6,1,1,-1,0,467,138,50,
18,10,7,1,1,1,0,438,497,100,94.3
18,10,8,1,1,1,0,578,184,100,
18,10,9,2,2,-1,0,558,193,25,
18,10,10,1,1,1,0,471,207,100,68.7
18,10,11,1,1,-1,0,540,226,100,
18,10,12,1,1,-1,0,407,239,25,
18,10,13,1,1,1,0,439,164,100,
18,10,14,1,1,-1,0,438,245,75,69.7
18,10,15,1,1,-1,0,516,259,25,16.7
18,10,16,1,1,-1,0,470,241,50,37.2
18,10,17,1,1,-1,0,667,218,100,94.7
18,10,18,2,2,-1,0,495,230,50,
18,10,19,3,2,1,0,509,202,50,56.8
18,10,20,2,2,-1,0,579,218,100,
18,10,21,2,2,1,0,442,519,50,
18,10,22,3,2,-1,0,652,299,25,
18,10,23,3,2,-1,0,550,176,50,
18,10,24,1,1,-1,0,512,320,100,
18,10,25,3,2,-1,0,445,139,25,
18,10,26,1,1,1,0,476,226,100,
18,10,27,1,1,-1,0,436,158,50,45.3
18,10,28,1,1,-1,0,473,147,25,14.2
18,10,29,1,1,-1,0,536,500,50,32.5
18,10,30,1,1,-1,0,548,682,50,29.7
18,11,1,1,1,1,0,492,220,25,
18,11,2,1,1,-1,0,425,610,100,96.3
18,11,3,1,1,1,1,505,201,50,
18,11,4,1,1,1,0,631,143,50,70
18,11,5,1,1,-1,0,462,190,25,
18,11,6,1,1,-1,0,480,150,50,
18,11,7,2,2,-1,0,473,232,25,
18,11,8,3,2,-1,0,402,158,50,
18,11,9,1,1,-1,99,, , ,
18,11,10,1,1,-1,0,465,150,75,
18,11,11,1,1,-1,0,506,189,50,49.2
18,11,12,3,2,-1,0,458,137,25,
18,11,13,1,1,-1,0,539,204,100,
18,11,14,3,2,1,1,461,689,50,54.2
18,11,15,1,1,-1,99,, , ,
18,11,16,3,2,1,0,416,428,50,
18,11,17,1,1,-1,0,457,280,100,
18,11,18,1,1,1,0,461,187,75,
18,11,19,2,2,1,0,440,148,75,
18,11,20,3,2,-1,0,465,145,100,76.2
18,11,21,1,1,-1,0,588,153,50,56
18,11,22,1,1,-1,0,485,395,50,15.2
18,11,23,1,1,1,0,617,602,25,30.8
18,11,24,1,1,-1,0,629,489,50,63.2
18,11,25,2,2,1,0,488,499,50,57
18,11,26,1,1,1,0,381,301,50,38.2
18,11,27,3,2,1,0,533,145,75,
18,11,28,1,1,1,0,426,337,75,47.5
18,11,29,2,2,1,0,442,190,25,
18,11,30,1,1,1,0,516,233,75,
18,12,1,2,2,1,0,433,218,25,67.5
18,12,2,1,1,-1,1,466,452,50,63.7
18,12,3,1,1,-1,1,609,897,25,
18,12,4,2,2,1,0,487,167,75,
18,12,5,1,1,1,99,, , ,
18,12,6,1,1,-1,0,376,537,50,73.8
18,12,7,1,1,-1,0,545,145,75,63.3
18,12,8,1,1,-1,0,497,208,100,
18,12,9,1,1,1,0,440,389,50,56.3
18,12,10,2,2,-1,0,428,137,100,46.8
18,12,12,2,2,-1,0,438,200,75,
18,12,13,1,1,1,1,525,300,100,
18,12,14,1,1,1,0,440,615,50,56.7
18,12,15,1,1,-1,0,435,161,100,53.7
18,12,16,3,2,1,0,475,433,50,
18,12,17,2,2,1,0,424,156,50,
18,12,18,1,1,-1,1,517,226,75,
18,12,19,1,1,-1,1,497,254,75,62.5
18,12,20,1,1,1,0,449,233,25,12.3
18,12,21,3,2,-1,0,425,164,25,17.5
18,12,22,2,2,-1,0,640,1186,50,49.5
18,12,23,1,1,1,0,557,716,100,
18,12,24,2,2,1,0,491,152,100,
18,12,25,1,1,-1,1,517,374,25,
18,12,26,1,1,-1,1,438,651,50,53
18,12,27,1,1,-1,0,432,713,100,
18,12,28,1,1,-1,0,349,681,50,49
18,12,29,1,1,-1,0,419,185,75,
18,12,30,1,1,-1,0,492,173,25,
18,13,1,1,1,-1,0,523,286,75,
18,13,2,1,1,1,0,535,250,25,
18,13,3,1,1,1,0,405,145,100,
18,13,4,1,1,-1,0,558,414,75,70
18,13,5,1,1,-1,1,543,156,25,38
18,13,6,1,1,-1,1,475,196,100,
18,13,7,1,1,1,0,345,403,100,55
18,13,8,3,2,-1,0,428,147,25,75.2
18,13,9,1,1,1,0,490,124,25,31.3
18,13,10,3,2,1,0,345,176,25,
18,13,11,1,1,1,0,478,427,25,
18,13,12,1,1,1,0,466,458,50,
18,13,13,1,1,1,0,553,174,50,
18,13,14,1,1,1,0,394,286,75,
18,13,15,1,1,-1,0,518,517,50,
18,13,16,1,1,-1,0,459,179,100,
18,13,17,1,1,1,0,552,290,50,61.7
18,13,18,3,2,1,0,409,497,100,0.7
18,13,19,1,1,-1,1,494,337,50,
18,13,20,3,2,1,0,529,645,50,9.3
18,13,21,3,2,-1,0,577,390,50,7.5
18,13,22,1,1,1,0,386,158,50,
18,13,23,1,1,-1,0,469,225,25,
18,13,24,1,1,1,1,462,142,50,
18,13,25,1,1,-1,0,479,229,25,
18,13,26,1,1,-1,0,452,372,50,
18,13,27,1,1,1,1,427,156,75,78.8
18,13,28,1,1,1,1,441,400,75,
18,13,29,1,1,-1,0,211,462,50,61.2
18,13,30,1,1,1,1,496,374,50,63.3
19,1,1,1,1,1,0,624,183,50,
19,1,2,1,1,-1,1,693,222,25,
19,1,3,3,2,-1,0,901,210,25,
19,1,4,3,2,1,1,759,205,75,
19,1,5,3,2,-1,0,786,238,50,
19,1,6,1,1,-1,1,844,290,25,17.7
19,1,7,1,1,-1,1,721,177,25,
19,1,8,1,1,-1,1,533,205,50,
19,1,9,1,1,1,0,569,218,75,75.7
19,1,10,2,2,1,0,644,288,75,
19,1,11,3,2,1,0,595,251,50,
19,1,12,1,1,-1,1,683,190,75,
19,1,13,1,1,-1,0,868,686,100,
19,1,14,2,2,1,0,520,439,25,
19,1,15,3,2,1,0,605,229,75,
19,1,16,1,1,1,0,505,212,100,
19,1,17,1,1,1,0,517,234,25,
19,1,18,1,1,-1,1,586,264,25,22.2
19,1,19,3,2,-1,0,506,299,75,78.7
19,1,20,1,1,1,0,661,250,75,
19,1,21,1,1,-1,1,608,253,100,
19,1,22,3,2,1,0,559,371,75,28.7
19,1,23,1,1,-1,1,771,182,50,
19,1,24,3,2,-1,1,732,419,75,
19,1,25,1,1,1,0,610,212,25,36.8
19,1,26,2,2,1,0,664,185,25,
19,1,27,1,1,1,0,622,608,75,
19,1,28,1,1,1,0,787,273,25,13.7
19,1,29,1,1,1,0,736,326,25,
19,1,30,1,1,1,0,733,212,50,
19,2,1,3,2,-1,0,541,247,75,
19,2,2,1,1,-1,0,764,215,50,
19,2,3,2,2,-1,0,639,185,50,48.5
19,2,4,3,2,-1,0,583,255,50,
19,2,5,2,2,1,0,693,198,25,18.5
19,2,6,1,1,-1,1,795,153,100,93.5
19,2,7,1,1,1,0,737,191,75,
19,2,8,2,2,-1,0,711,174,100,
19,2,9,1,1,-1,1,631,176,50,27.7
19,2,10,1,1,1,0,530,634,50,49.8
19,2,11,1,1,1,0,543,241,25,
19,2,12,1,1,-1,1,598,165,75,
19,2,13,1,1,-1,1,577,174,75,
19,2,14,1,1,1,0,672,177,75,63.8
19,2,15,1,1,1,0,785,217,100,81.5
19,2,16,1,1,-1,1,661,261,75,
19,2,17,1,1,1,0,749,238,50,
19,2,18,1,1,1,0,840,272,75,
19,2,19,1,1,1,0,814,244,50,65
19,2,20,2,2,1,0,740,323,75,47.7
19,2,21,1,1,-1,1,689,220,100,98.5
19,2,22,1,1,1,0,728,359,100,
19,2,23,3,2,1,0,657,196,50,50.2
19,2,24,1,1,1,0,778,249,50,50.7
19,2,25,1,1,1,0,764,237,75,64.7
19,2,26,3,2,1,0,814,283,100,
19,2,27,2,2,1,0,558,228,25,23.2
19,2,28,3,2,1,0,873,212,50,
19,2,29,1,1,-1,1,796,250,25,16.5
19,3,1,1,1,1,0,659,254,50,
19,3,2,1,1,1,0,561,204,75,
19,3,3,1,1,-1,1,711,157,75,92.5
19,3,4,3,2,1,99,, , ,
19,3,5,2,2,-1,0,809,294,50,49.2
19,3,6,1,1,1,0,676,155,100,
19,3,7,1,1,-1,1,523,191,50,
19,3,8,1,1,-1,1,604,358,75,72.5
19,3,9,1,1,-1,1,687,250,50,65
19,3,10,2,2,-1,0,650,308,25,
19,3,11,1,1,-1,1,778,309,75,
19,3,12,3,2,-1,0,610,202,50,55.7
19,3,13,3,2,-1,0,622,182,75,50.8
19,3,14,3,2,-1,0,606,193,25,29.3
19,3,15,1,1,-1,0,681,796,50,68.2
19,3,16,1,1,-1,1,605,252,25,
19,3,17,3,2,1,0,503,241,25,
19,3,18,1,1,-1,1,673,275,50,47.8
19,3,19,1,1,1,0,714,221,100,
19,3,20,1,1,-1,99,, , ,
19,3,21,1,1,1,0,793,361,25,
19,3,22,1,1,-1,1,536,267,50,
19,3,23,1,1,1,0,789,192,25,
19,3,24,1,1,-1,1,604,197,25,
19,3,25,1,1,-1,1,586,290,25,
19,3,26,2,2,1,0,650,272,50,
19,3,27,1,1,1,0,631,224,100,
19,3,28,1,1,-1,0,626,884,50,50.7
19,3,29,3,2,1,99,, , ,
19,3,30,1,1,-1,1,698,548,50,33.8
19,4,1,1,1,1,0,529,144,75,
19,4,2,1,1,1,0,559,160,25,
19,4,3,1,1,1,0,667,277,50,
19,4,4,1,1,-1,1,618,254,50,
19,4,5,3,2,1,0,783,214,50,
19,4,6,1,1,1,0,593,201,25,
19,4,7,1,1,1,0,605,220,75,
19,4,8,1,1,1,0,627,246,25,
19,4,9,1,1,1,0,627,220,75,
19,4,10,1,1,1,0,633,179,50,55.8
19,4,11,1,1,-1,1,625,236,25,
19,4,12,1,1,-1,1,512,172,100,
19,4,13,1,1,-1,1,615,289,100,
19,4,14,1,1,-1,1,631,219,100,
19,4,15,1,1,1,0,764,244,75,
19,4,16,1,1,-1,1,692,269,100,73.3
19,4,17,1,1,1,0,803,236,75,70.8
19,4,18,1,1,-1,1,712,225,25,45.7
19,4,19,2,2,-1,0,666,194,50,
19,4,20,3,2,1,0,630,206,75,
19,4,21,1,1,-1,0,779,662,50,48.7
19,4,22,3,2,-1,99,, , ,
19,4,23,2,2,1,0,520,198,100,
19,4,24,1,1,1,0,675,174,75,
19,4,25,3,2,-1,0,668,197,25,0.7
19,4,26,2,2,1,0,589,281,100,99.3
19,4,27,1,1,1,0,567,288,50,60
19,4,28,1,1,1,0,694,199,25,14.5
19,4,29,1,1,-1,1,621,256,50,
19,4,30,3,2,-1,0,654,168,100,
19,5,1,3,2,-1,0,614,206,75,
19,5,2,1,1,-1,1,507,181,100,
19,5,3,1,1,-1,1,618,537,75,81.3
19,5,4,2,2,-1,0,605,293,75,69.8
19,5,5,1,1,-1,1,674,288,50,
19,5,6,1,1,1,0,547,242,25,
19,5,7,3,2,-1,0,470,231,75,74.2
19,5,8,1,1,1,0,599,189,100,
19,5,9,1,1,1,0,565,240,75,
19,5,10,2,2,-1,0,611,350,75,
19,5,11,1,1,-1,1,718,224,100,81.7
19,5,12,1,1,1,0,621,236,100,90.7
19,5,13,1,1,-1,0,692,211,50,
19,5,14,3,2,1,0,607,203,25,
19,5,15,3,2,-1,0,608,176,25,
19,5,16,1,1,1,0,631,315,100,
19,5,17,1,1,1,0,685,201,50,
19,5,18,3,2,1,0,767,144,75,
19,5,19,3,2,1,99,, , ,
19,5,20,1,1,-1,1,488,208,100,
19,5,21,1,1,-1,1,616,422,75,
19,5,22,1,1,1,0,670,481,100,
19,5,23,1,1,-1,1,605,166,25,28.2
19,5,24,1,1,-1,99,, , ,
19,5,25,3,2,1,0,629,164,75,77.5
19,5,26,1,1,-1,1,571,251,25,23.8
19,5,27,1,1,-1,1,602,259,100,99.8
19,5,28,1,1,-1,1,661,182,50,
19,5,29,1,1,1,0,629,213,50,
19,5,30,3,2,1,0,537,172,75,
19,6,1,3,2,1,0,616,159,75,12.2
19,6,2,1,1,-1,1,573,225,75,
19,6,3,1,1,-1,1,737,261,75,72.8
19,6,4,1,1,1,0,675,186,75,
19,6,5,1,1,1,0,632,200,25,15.2
19,6,6,1,1,1,0,662,233,25,
19,6,7,3,2,1,0,590,183,25,
19,6,8,1,1,-1,1,659,326,100,
19,6,9,3,2,1,0,611,205,100,
19,6,10,1,1,1,0,658,213,50,
19,6,11,1,1,1,0,678,185,100,94.2
19,6,12,3,2,1,0,568,154,50,44.8
19,6,13,3,2,-1,0,618,276,50,14.2
19,6,14,3,2,1,0,696,644,50,2.8
19,6,15,3,2,-1,0,643,180,25,
19,6,16,1,1,1,0,559,288,100,99.8
19,6,17,1,1,1,0,579,148,75,
19,6,18,1,1,1,0,623,158,25,81.8
19,6,19,1,1,-1,1,546,208,75,
19,6,20,1,1,1,0,574,170,50,76.7
19,6,21,1,1,1,0,520,147,100,
19,6,22,1,1,1,0,552,163,25,
19,6,23,1,1,1,0,689,206,75,65.3
19,6,24,1,1,-1,1,628,158,100,
19,6,25,1,1,1,0,740,212,100,
19,6,26,1,1,1,0,577,259,50,
19,6,27,1,1,-1,1,524,159,100,
19,6,28,3,2,-1,0,613,405,100,
19,6,29,1,1,-1,1,509,172,25,
19,6,30,1,1,1,0,519,158,50,
19,7,1,1,1,-1,1,520,282,100,
19,7,2,1,1,-1,1,576,152,75,
19,7,3,1,1,1,0,648,401,25,
19,7,4,3,2,1,0,575,244,50,
19,7,5,1,1,1,0,603,172,25,27.5
19,7,6,3,2,1,99,, , ,
19,7,7,1,1,1,0,620,190,25,
19,7,8,2,2,1,0,633,499,50,26.3
19,7,9,2,2,1,0,597,166,75,55.2
19,7,10,1,1,-1,1,637,257,25,
19,7,11,3,2,1,0,705,175,100,98
19,7,12,1,1,-1,1,661,205,100,
19,7,13,3,2,1,0,523,160,100,
19,7,14,3,2,1,0,613,181,75,
19,7,15,1,1,1,0,670,1408,50,34.3
19,7,16,1,1,-1,1,597,145,50,60.3
19,7,17,1,1,1,99,, , ,
19,7,18,3,2,1,0,575,171,50,50.8
19,7,19,1,1,1,0,631,265,75,
19,7,20,1,1,1,99,, , ,
19,7,21,1,1,-1,1,503,228,50,64.2
19,7,22,3,2,1,0,582,182,25,20.5
19,7,23,1,1,1,99,, , ,
19,7,24,1,1,1,0,658,309,100,
19,7,25,1,1,-1,1,619,248,75,
19,7,26,1,1,-1,1,449,263,100,
19,7,27,1,1,1,0,635,256,25,21
19,7,28,1,1,1,0,571,212,25,
19,7,29,1,1,1,0,457,188,50,
19,7,30,3,2,-1,0,575,589,50,
19,8,1,1,1,-1,1,389,476,25,
19,8,2,1,1,-1,1,514,328,25,
19,8,3,1,1,-1,1,542,333,25,
19,8,4,1,1,1,0,644,161,75,64
19,8,5,3,2,-1,0,593,188,75,
19,8,6,1,1,-1,0,504,913,50,73.5
19,8,7,1,1,1,1,605,259,50,56
19,8,8,2,2,-1,0,592,287,75,
19,8,9,1,1,-1,1,473,146,100,
19,8,10,1,1,-1,0,637,523,50,56.5
19,8,11,1,1,-1,0,658,800,75,
19,8,12,1,1,-1,0,514,268,75,
19,8,13,3,2,-1,0,531,205,100,62.3
19,8,14,1,1,1,0,614,190,75,67.8
19,8,15,3,2,-1,0,570,225,100,
19,8,16,1,1,-1,0,602,1260,50,60
19,8,17,1,1,1,0,520,258,100,
19,8,18,1,1,-1,1,620,273,25,
19,8,19,1,1,-1,99,, , ,
19,8,20,2,2,1,0,512,305,100,
19,8,21,1,1,-1,1,605,165,25,
19,8,22,2,2,-1,0,580,351,100,
19,8,23,1,1,1,0,547,930,50,68.3
19,8,24,1,1,-1,1,665,198,50,
19,8,25,1,1,1,0,519,337,75,
19,8,26,1,1,-1,1,605,540,25,
19,8,27,1,1,1,0,570,253,50,
19,8,28,1,1,-1,1,576,199,50,
19,8,29,1,1,1,0,614,566,25,
19,8,30,3,2,1,99,, , ,
19,9,1,1,1,-1,1,536,217,50,
19,9,2,3,2,-1,0,528,157,100,
19,9,3,2,2,-1,0,566,280,25,
19,9,4,1,1,1,0,536,183,50,57.5
19,9,5,2,2,1,0,557,167,50,
19,9,6,1,1,-1,1,593,283,100,77.8
19,9,7,1,1,-1,1,628,242,100,
19,9,8,1,1,-1,1,529,182,100,
19,9,9,3,2,-1,0,613,214,75,81.8
19,9,10,1,1,1,0,579,258,75,66
19,9,11,1,1,1,99,, , ,
19,9,12,1,1,1,0,650,226,50,
19,9,13,3,2,1,99,, , ,
19,9,14,1,1,1,0,508,169,100,99.8
19,9,15,1,1,1,0,615,266,75,83
19,9,16,1,1,-1,99,, , ,
19,9,17,1,1,1,0,486,183,50,
19,9,18,1,1,1,0,545,155,25,
19,9,19,1,1,-1,1,562,154,100,
19,9,20,2,2,1,0,518,517,50,66.7
19,9,21,1,1,1,0,611,278,75,78.3
19,9,22,3,2,1,0,517,153,100,
19,9,23,1,1,-1,1,578,740,50,61.8
19,9,24,1,1,1,0,565,279,100,
19,9,25,1,1,-1,1,511,145,25,
19,9,26,1,1,-1,1,526,498,50,45.8
19,9,27,1,1,1,0,476,175,100,
19,9,29,1,1,1,1,611,1471,50,55
19,9,30,2,2,1,0,514,179,75,
19,10,1,1,1,1,0,598,568,100,99.3
19,10,2,1,1,-1,1,587,327,25,30
19,10,3,1,1,1,0,460,215,75,78.7
19,10,4,1,1,-1,0,648,1439,100,
19,10,5,1,1,-1,0,618,736,50,43.8
19,10,6,1,1,1,1,646,1008,25,
19,10,7,1,1,1,1,548,722,100,44
19,10,8,1,1,-1,99,, , ,
19,10,9,1,1,-1,0,545,441,75,
19,10,10,3,2,1,0,663,858,75,
19,10,11,3,2,-1,0,492,206,100,
19,10,12,3,2,1,0,527,166,50,
19,10,13,1,1,-1,1,600,665,50,46.8
19,10,14,1,1,-1,1,480,510,100,
19,10,15,1,1,1,0,638,219,50,
19,10,16,1,1,1,0,564,229,100,
19,10,17,1,1,1,0,618,650,75,65
19,10,18,1,1,-1,0,607,219,100,
19,10,19,3,2,1,0,583,463,100,1.8
19,10,20,3,2,1,0,565,168,25,
19,10,21,1,1,-1,1,543,1187,50,44.5
